Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never"
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,147.9,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
21,Secondary or below,Skilled and unskilled manual,Caste,Hindu,18,147.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Other,Other,
24,Secondary or below,Skilled and unskilled manual,Caste,Hindu,16,154.3,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,27,153.4,Secondary or below,Not working,Don't know,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,34,152.1,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Husband/partner alone,
36,Higher Secondary,Sales,Caste,Hindu,35,158.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Sales,Caste,Hindu,42,151.5,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent alone,Respondent alone,
47,Secondary or below,Sales,Caste,Hindu,38,167.3,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Sales,Caste,Hindu,45,153.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Husband/partner alone,Husband/partner alone,
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42,152.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,,,,,,,Husband/partner alone,Husband/partner alone,
54,Secondary or below,Other,No caste / tribe,Hindu,49,158.6,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent alone,
30,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,27,150.2,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Husband/partner alone,Someone else,
27,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,18,146.9,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Someone else,
40,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,29,157.3,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
31,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,26,148.7,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Other,Other,
18,Secondary or below,Services / household and domestic,Caste,Hindu,16,148.3,Secondary or below,Sales,No caste / tribe,Hindu,Urban,West Bengal,,,,,,,Husband/partner alone,Husband/partner alone,
33,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31,145.0,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent alone,Respondent and husband/partner,
56,Secondary or below,Skilled and unskilled manual,Caste,Hindu,47,149.5,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Secondary or below,Agricultural,Caste,Hindu,24,154.2,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Someone else,
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35,126.8,Secondary or below,Not working,Don't know,Hindu,Urban,West Bengal,,,,,,,Husband/partner alone,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Hindu,41,152.1,Secondary or below,Not working,No caste / tribe,Hindu,Rural,West Bengal,,,,,,,Husband/partner alone,Husband/partner alone,
50,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,40,156.6,Secondary or below,Not working,No caste / tribe,Muslim,Rural,West Bengal,,,,,,,Husband/partner alone,Respondent and husband/partner,
47,Secondary or below,Sales,No caste / tribe,Muslim,43,156.0,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,,,,,,,Respondent and husband/partner,Husband/partner alone,
20,Secondary or below,Other,No caste / tribe,Muslim,19,155.8,Secondary or below,Not working,No caste / tribe,Muslim,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Sales,Caste,Hindu,49,,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent alone,Respondent and husband/partner,
52,Secondary or below,Agricultural,Caste,Hindu,46,141.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
28,Higher Secondary,Agricultural,Caste,Muslim,23,145.5,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,,,,,,,Respondent and husband/partner,Husband/partner alone,
38,Higher Secondary,Agricultural,Caste,Hindu,29,149.2,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
54,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,44,153.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
25,Higher Secondary,Agricultural,No caste / tribe,Hindu,23,156.5,Secondary or below,Not working,No caste / tribe,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42,148.3,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent alone,
42,Secondary or below,Skilled and unskilled manual,Caste,Hindu,38,141.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
21,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,20,153.6,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
23,Secondary or below,Agricultural,No caste / tribe,Muslim,18,153.5,Secondary or below,Not working,Caste,Muslim,Rural,West Bengal,,,,,,,Husband/partner alone,Respondent and husband/partner,
52,Secondary or below,Agricultural,No caste / tribe,Muslim,44,156.0,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Husband/partner alone,Husband/partner alone,
25,Secondary or below,Agricultural,Caste,Hindu,20,148.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Husband/partner alone,Husband/partner alone,
20,Secondary or below,Skilled and unskilled manual,Caste,Hindu,20,151.8,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
35,Secondary or below,Agricultural,Caste,Hindu,27,154.5,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent alone,
49,Secondary or below,Sales,No caste / tribe,Hindu,44,150.4,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,25,149.2,Graduate (B.Tech/B.Sc/BA),Not working,No caste / tribe,Muslim,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,145.1,Secondary or below,Agricultural,Caste,Hindu,Rural,West Bengal,,,,,,,Respondent and husband/partner,Respondent alone,
39,Higher Secondary,Skilled and unskilled manual,No caste / tribe,Hindu,39,153.5,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Sales,Caste,Hindu,41,164.1,Secondary or below,Not working,Caste,Hindu,Urban,West Bengal,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
43,Post-Graduate (MBA/MA),Professional / technical / managerial,No caste / tribe,Hindu,34,164.3,Post-Graduate (MBA/MA),Not working,No caste / tribe,Hindu,Urban,West Bengal,,,,,,,Husband/partner alone,Respondent and husband/partner,
46,Secondary or below,Services / household and domestic,Tribe,Christian,43,160.8,Secondary or below,Not working,Tribe,Christian,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Hindu,44,161.1,Secondary or below,Other,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
21,Secondary or below,Agricultural,Caste,Hindu,21,152.7,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Not working,Caste,Hindu,39,152.5,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
52,Secondary or below,Agricultural,Caste,Hindu,46,155.5,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
22,Secondary or below,Agricultural,Caste,Hindu,22,160.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
21,Secondary or below,Agricultural,Caste,Hindu,22,146.2,Secondary or below,Not working,Caste,Other,Rural,Jharkhand,,,,,,,Husband/partner alone,Respondent and husband/partner,
50,Secondary or below,Other,Caste,Muslim,47,,Secondary or below,Not working,Caste,Muslim,Rural,Jharkhand,,,,,,,Respondent alone,Respondent and husband/partner,
48,Secondary or below,Skilled and unskilled manual,Caste,Hindu,47,146.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
43,Secondary or below,Agricultural,Caste,Hindu,40,152.3,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Secondary or below,Agricultural,Caste,Hindu,39,155.4,Secondary or below,Not working,Caste,Muslim,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
25,Secondary or below,Skilled and unskilled manual,Caste,Hindu,18,156.2,Secondary or below,Not working,Tribe,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22,149.5,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
53,Secondary or below,Skilled and unskilled manual,Caste,Hindu,43,147.3,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
49,Secondary or below,Agricultural,Caste,Hindu,43,156.6,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
53,Secondary or below,Agricultural,Tribe,Hindu,46,134.2,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
44,Secondary or below,Professional / technical / managerial,Caste,Hindu,42,144.2,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
24,Secondary or below,Skilled and unskilled manual,Caste,Hindu,21,149.2,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
22,Secondary or below,Agricultural,Caste,Hindu,18,149.2,Secondary or below,Agricultural,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
23,Post-Graduate (MBA/MA),Skilled and unskilled manual,Caste,Hindu,23,163.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
47,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,46,154.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32,146.6,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Husband/partner alone,Husband/partner alone,
40,Higher Secondary,Sales,Caste,Hindu,30,140.7,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent alone,Respondent alone,
51,Secondary or below,Skilled and unskilled manual,Caste,Hindu,43,158.3,Secondary or below,Not working,Caste,Hindu,Urban,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Secondary or below,Sales,Caste,Hindu,27,,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
51,Secondary or below,Agricultural,Caste,Hindu,48,155.6,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,25,148.7,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
24,Secondary or below,Agricultural,Caste,Hindu,20,149.0,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
43,Secondary or below,Agricultural,Caste,Hindu,39,155.1,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Husband/partner alone,Respondent and husband/partner,
43,Secondary or below,Not working,Caste,Hindu,41,148.2,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent alone,Respondent alone,
52,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,47,143.5,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
24,Higher Secondary,Services / household and domestic,Caste,Hindu,24,155.0,Higher Secondary,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Agricultural,Caste,Hindu,36,152.2,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
28,Secondary or below,Skilled and unskilled manual,Caste,Hindu,21,150.0,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
24,Secondary or below,Sales,Caste,Hindu,23,155.3,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46,148.5,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
44,Secondary or below,Agricultural,Caste,Muslim,36,145.7,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Clerical,Caste,Hindu,41,158.8,Higher Secondary,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Husband/partner alone,Husband/partner alone,
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,34,142.7,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Husband/partner alone,Husband/partner alone,
46,Secondary or below,Agricultural,Caste,Hindu,43,149.2,Higher Secondary,Clerical,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,27,153.9,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Hindu,42,161.2,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Services / household and domestic,Caste,Hindu,49,,Secondary or below,Not working,Caste,Hindu,Urban,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
49,Secondary or below,Sales,Caste,Hindu,46,150.0,Secondary or below,Not working,Caste,Hindu,Urban,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
23,Secondary or below,Sales,Caste,Hindu,22,147.4,Higher Secondary,Not working,Caste,Hindu,Urban,Jharkhand,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
